17,0,1,2,1,1,3,1,1,0,3,3,4,5,3,4,4,1,0,0,0,5,11,4,0,2,0,1,2,2,6,1,0,11,2,2,3,1,0,1,2,1,2,2,4,6,2,4,2,2,0,2,4,1,1,11,2,1,1,4,1,0,3,5,2,2,7,1,0,6,0,0,2,2,1,4,4,5,4,5,1,0,1,5,3,5,1,2,8,1,0,0,3,1,1,2,5,2,4,9
0,4,0,16,1,0,4,1,1,0,1,6,2,7,1,3,3,1,1,2,2,6,4,1,1,9,2,0,1,1,0,3,1,9,3,0,9,1,1,0,2,2,5,3,5,0,2,3,2,3,0,4,5,1,3,6,0,2,6,0,1,3,2,2,0,2,5,7,3,2,0,0,1,3,2,4,6,8,1,2,0,2,1,1,2,6,3,3,3,6,1,0,0,5,1,1,2,11,4,2
159,0,2,63,2,2,5,10,7,0,17,50,31,65,23,27,36,1,0,0,0,38,98,30,1,51,13,5,11,3,27,19,1,163,10,4,24,1,0,1,6,21,18,26,29,63,20,38,21,8,0,17,26,1,21,129,5,6,20,25,0,2,23,42,5,12,92,23,1,50,0,0,10,15,12,15,35,91,35,37,4,2,1,20,25,54,7,19,108,10,0,0,14,8,5,12,38,42,24,107
32,30,1,130,3,10,31,3,10,0,24,60,26,61,29,23,15,5,4,3,5,57,58,20,16,50,19,5,9,11,50,25,5,54,20,5,87,2,0,2,4,29,34,16,56,38,22,21,11,19,0,18,64,1,29,55,2,11,54,16,6,17,10,42,13,12,64,38,9,39,0,0,5,20,17,26,34,50,30,68,3,6,11,14,20,80,12,18,52,34,0,1,4,11,18,18,26,65,60,47
178,2,0,59,0,3,5,2,1,0,11,69,27,71,22,21,28,1,0,0,0,29,116,32,1,42,12,5,8,5,15,8,1,200,7,1,18,0,0,0,2,21,11,21,41,68,27,33,18,8,0,8,17,2,20,162,1,3,20,17,0,3,13,36,2,4,126,22,1,43,0,0,5,9,4,11,37,117,22,45,0,0,0,12,28,61,4,14,123,8,0,0,3,7,2,17,25,39,19,138
41,25,1,152,1,2,21,4,3,0,12,63,33,66,27,16,26,5,1,1,2,71,58,16,14,52,24,4,8,1,57,30,2,40,20,1,100,0,0,0,4,24,26,15,62,47,13,29,14,16,0,9,59,0,47,42,2,6,68,17,1,5,11,50,10,9,71,38,3,52,0,0,6,15,24,26,34,44,28,73,1,2,5,11,24,95,6,19,60,27,0,0,4,6,4,11,40,63,77,45
181,6,0,55,1,1,2,2,2,0,4,68,25,90,20,19,24,0,0,0,0,21,128,30,4,54,4,1,7,1,13,6,0,215,5,0,11,0,0,0,0,16,9,23,54,65,27,32,17,7,0,6,9,0,20,179,2,2,24,8,0,2,12,33,6,2,149,16,0,30,0,0,4,4,4,9,35,106,29,59,0,0,0,10,19,68,4,9,139,1,0,0,1,2,2,9,13,44,16,163
31,27,0,165,1,2,19,2,3,0,8,66,46,61,21,21,26,1,0,0,0,77,61,10,8,65,21,1,5,2,53,34,2,30,13,2,114,2,0,0,2,35,24,16,58,46,22,28,14,5,0,4,79,0,42,53,0,8,55,9,0,4,9,64,18,5,57,39,0,54,0,0,3,17,20,24,31,48,33,74,1,1,0,2,24,119,7,16,64,16,0,1,3,1,9,16,41,45,95,39
186,0,0,60,0,1,2,1,0,0,2,78,21,99,16,15,19,0,0,0,0,27,165,15,1,35,6,0,1,0,10,6,0,226,0,0,8,0,0,0,1,16,4,7,59,106,18,22,8,9,0,3,7,0,19,194,0,0,15,12,0,0,10,21,4,3,169,10,0,33,0,0,0,2,3,8,41,119,27,50,0,0,0,4,11,60,1,9,164,1,0,0,0,2,1,5,19,30,8,185
41,18,0,176,0,0,13,0,2,0,7,83,46,46,26,10,32,0,0,0,0,82,50,10,9,79,13,4,3,0,64,34,1,21,13,0,117,0,0,0,1,34,33,14,63,42,12,27,17,7,0,8,67,0,49,37,0,1,77,11,0,3,7,58,14,3,52,51,1,61,0,0,1,11,15,16,45,49,28,85,0,0,0,2,17,137,2,12,61,19,0,0,1,1,5,2,35,65,96,45
